0.737793	0.275635	0.616187	
-0.231236	-0.298831	-0.925867	
0.524929	-0.848690	-0.064607	
0.543818	0.755359	0.365641	
-0.785870	0.245858	0.567417	
-0.749534	0.661919	-0.007875	
-0.952549	-0.062168	-0.297968	
-0.287385	-0.754684	0.589799	
-0.297722	-0.300599	0.906091	
-0.008520	-0.675171	0.737612	
0.925510	0.102949	0.364463	
-0.335030	0.774166	-0.537049	
0.828087	0.482039	0.286201	
0.152759	-0.114296	0.981632	
0.116969	-0.466138	-0.876946	
-0.462963	-0.250537	0.850233	
0.880005	0.005748	-0.474929	
-0.106189	0.991558	0.074407	
0.978540	-0.202952	0.035640	
0.387791	-0.585309	-0.712061	
0.923173	-0.009252	-0.384273	
-0.078279	0.399015	-0.913597	
-0.264158	-0.106338	0.958599	
-0.897874	-0.352289	-0.264036	
0.585775	0.390457	0.710219	
-0.188098	0.757415	0.625253	
0.541245	-0.840635	0.019652	
-0.595549	0.797812	-0.093901	
-0.024612	-0.673389	0.738879	
-0.044469	-0.874760	0.482512	
-0.506898	0.013307	0.861903	
-0.472739	-0.416123	-0.776762	
-0.017042	-0.555254	0.831506	
0.861009	-0.483718	0.157102	
0.705292	-0.455371	-0.543323	
-0.898321	-0.029821	-0.438326	
0.819336	0.538847	0.195786	
0.610412	0.492267	0.620540	
-0.212850	-0.644315	-0.734542	
0.038746	-0.047900	-0.998100	
-0.221259	-0.864559	-0.451201	
-0.982950	0.082139	0.164510	
-0.905493	0.423987	0.017834	
0.648764	-0.757188	0.075969	
0.915803	-0.078678	-0.393847	
-0.455288	0.860838	-0.227313	
-0.103049	0.170764	0.979908	
0.678673	-0.446876	-0.582842	
-0.975755	0.091291	0.198916	
-0.873566	0.486705	0.000666	
-0.588684	-0.740947	-0.323186	
-0.588414	-0.192045	0.785422	
0.081959	0.779906	0.620508	
-0.584260	0.759516	-0.285964	
-0.088460	-0.777095	-0.623135	
-0.959364	-0.193073	-0.205775	
-0.886851	0.407094	-0.218565	
-0.427033	0.904208	0.007142	
-0.433287	-0.094766	-0.896260	
-0.542042	-0.104114	-0.833877	
0.083458	0.238118	0.967644	
0.669373	0.345608	-0.657644	
0.658482	0.440316	-0.610347	
-0.162524	-0.260223	-0.951772	
0.535902	-0.325991	0.778806	
-0.542012	-0.160614	-0.824879	
-0.041726	0.309934	-0.949842	
-0.911722	0.240976	-0.332705	
0.739566	0.536777	-0.406094	
0.719181	-0.626514	0.300431	
0.748598	0.097745	-0.655780	
-0.883782	-0.451707	0.122026	
0.273569	0.491955	-0.826523	
-0.090374	0.484232	-0.870260	
-0.653633	0.627631	-0.422899	
-0.697188	0.703554	-0.137626	
-0.456550	-0.499148	0.736488	
0.310842	-0.157012	-0.937403	
-0.409843	0.042718	-0.911155	
-0.086363	0.143194	0.985919	
-0.458965	0.092967	-0.883577	
-0.177951	-0.982150	-0.060956	
0.818678	0.526488	0.229299	
-0.919102	-0.309908	-0.243330	
0.569445	-0.334377	0.750949	
0.268020	0.220655	0.937804	
-0.340634	-0.084709	0.936372	
0.239856	-0.018789	0.970627	
-0.849335	-0.392645	-0.352788	
-0.571547	-0.327028	-0.752587	
-0.788404	-0.370990	-0.490698	
0.104974	0.602414	0.791251	
-0.608494	-0.537949	0.583393	
-0.738213	0.091835	-0.668287	
-0.282918	0.367614	-0.885899	
-0.066537	0.425048	0.902722	
-0.158437	-0.939268	-0.304422	
0.360960	0.914627	-0.182112	
0.216747	0.643545	-0.734078	
-0.066907	0.979708	0.188934	
-0.262817	0.834696	0.483952	
-0.527579	0.423264	-0.736552	
-0.272738	-0.512944	0.813942	
-0.738960	0.645906	0.191688	
-0.681228	-0.659442	0.317906	
0.776883	0.061209	0.626662	
-0.247856	-0.558215	-0.791810	
0.233550	0.918811	-0.318185	
0.543114	0.293456	-0.786709	
0.886297	-0.289608	-0.361393	
-0.290745	0.806647	-0.514576	
0.064884	0.520131	0.851618	
0.136602	0.341416	0.929933	
-0.588392	-0.291670	0.754137	
0.227538	-0.111759	-0.967335	
-0.830414	-0.545460	0.113518	
0.694009	-0.535534	-0.481201	
-0.584789	-0.808665	0.063897	
-0.561371	-0.200587	0.802887	
0.876578	0.478675	0.049808	
0.380774	-0.924640	0.007261	
-0.872079	0.471042	-0.132654	
0.531149	-0.755724	-0.383096	
-0.948979	-0.313746	0.031670	
0.201659	0.179222	-0.962919	
-0.563618	-0.820164	-0.098310	
